order_id,order_timestamp,order_payment,order_address_num,order_address_street,order_address_state,order_zip,order_completed
337,2023-08-10 14:49:07,5528966052959010,2,Gaskin Place,Hawaii,61190,True
338,2023-08-09 14:49:08,8864090666960381,215,Wade Meadow Lane,South Dakota,12415,False
339,2023-08-08 14:48:52,4467737777921157,580,Talley Ridge Drive,of Columbia,38350,True
340,2023-08-07 14:48:17,9142611539928225,237,Acorn Court,Guam,94527,True
341,2023-08-06 14:49:01,1012209999751828,157,Thornberry,Michigan,34172,False
342,2023-08-05 14:48:30,3715983776462359,720,Gatsby Lane,Nevada,79026,True
343,2023-08-04 14:48:44,3911327823661219,584,Wade Meadow Lane,Louisiana,60602,True
344,2023-08-03 14:48:29,6174794789013849,4,Cypress Point,Colorado,33546,False
345,2023-08-02 14:48:58,1322031497433225,787,Bell Terrace,West Virginia,84271,True
346,2023-08-01 14:48:37,2655376271435234,152,Yuma Place,Connecticut,92141,True
347,2023-07-31 14:48:23,9517516791962525,281,Waalker Loop,Guam,11731,True
348,2023-07-30 14:48:27,6502147002753892,602,Lock Street,Nevada,30923,False
349,2023-07-29 14:48:56,3307495979129267,953,Swallow Court,Pennsylvania,25373,True
350,2023-07-28 14:48:44,8532997637098804,347,Rogers Road,Oregon,13152,False
351,2023-07-27 14:49:04,3164344928146886,243,Rogers Road,Indiana,99890,False
352,2023-07-26 14:48:54,7018189981135855,653,Iron Oak Way,Alaska,88992,False
353,2023-07-25 14:48:18,4749761405990407,491,Miranda Way,Rhode Island,11676,True
354,2023-07-24 14:49:00,1243088825464955,101,Bell Terrace,Montana,66677,True
355,2023-07-23 14:48:54,5693544251022747,65,Waalker Loop,Colorado,21646,True
356,2023-07-22 14:48:41,5950925769704219,662,Rose Path,West Virginia,62109,False
357,2023-07-21 14:48:23,1193699336597027,14,Gatsby Lane,District ,39246,True
358,2023-07-20 14:48:31,6183380452263180,14,Wade Meadow Lane,South Carolina,27555,True
359,2023-07-19 14:48:16,3146281358855413,860,Talley Ridge Drive,Tennessee,59902,True
360,2023-07-18 14:48:19,3322094871880616,845,Elm,Virgin Islands,40018,True
361,2023-07-17 14:48:31,9817336517551300,220,Rogers Road,Massachusetts,37916,True
362,2023-07-16 14:48:42,4755181792616158,174,Iron Oak Way,Ohio,19703,True
363,2023-07-15 14:48:27,2475812893596247,829,Iva Place,Arkansas,66901,True
364,2023-07-14 14:49:04,3067747742599449,490,Rogers Road,Oregon,12645,True
365,2023-07-13 14:48:34,1090063606331730,625,Swallow Court,Arizona,68973,False
366,2023-07-12 14:48:13,8016562090789759,314,Mission Hills Trail,Idaho,65398,True
367,2023-07-11 14:48:33,9280560782598850,259,Mission Hills Trail,Arkansas,33659,False
368,2023-07-10 14:48:29,4810608170589028,727,Miranda Way,New Mexico,82616,False
369,2023-07-09 14:48:22,1989493861446752,977,Moore Terrace,Virginia,17269,False
370,2023-07-08 14:48:33,7907312976237053,953,Iva Place,New Hampshire,14776,True
371,2023-07-07 14:49:09,2673022361202416,325,Duval Court,Montana,39490,True
372,2023-07-06 14:48:21,8505545992034717,963,Gaskin Place,Pennsylvania,29304,False
373,2023-07-05 14:48:28,7798076844630676,751,Rogers Road,California,89722,True
374,2023-07-04 14:48:21,5717559514596266,955,Caulk Court,Illinois,70410,True
375,2023-07-03 14:48:22,5850332966534557,373,Iva Place,Wyoming,90150,True
376,2023-07-02 14:48:46,1312548919238130,969,Hudson,Georgia,46948,False
377,2023-07-01 14:48:43,7651804438311501,462,Ware Way,New Hampshire,62161,True
378,2023-06-30 14:48:56,2784315264321918,910,Bell Terrace,Colorado,14250,True
379,2023-06-29 14:49:09,2068291900892023,558,Gatsby Lane,Nevada,96984,False
380,2023-06-28 14:48:57,2710600520771995,716,Bell Terrace,New Mexico,95182,False
381,2023-06-27 14:48:47,4049918183423850,875,Gaskin Place,New Jersey,72438,True
382,2023-06-26 14:48:46,7622659075017367,628,Water,Alabama,25684,True
383,2023-06-25 14:48:15,5998113594243808,608,Yuma Place,Washington,31760,True
384,2023-06-24 14:48:33,5253260743238079,720,Gatsby Lane,Nebraska,54631,True
385,2023-06-23 14:49:05,5406586471987444,111,Yuma Place,Washington,15409,True
386,2023-06-22 14:48:41,7751472222612911,310,Pardo Place,Maine,72054,True
387,2023-06-21 14:48:53,4704555540116667,508,Iron Oak Way,Mississippi,99154,True
388,2023-06-20 14:48:17,5316876226928452,202,Sherwood Street,Minnesota,25505,False
389,2023-06-19 14:48:22,2366754675085854,810,Ware Way,Puerto Rico,48147,False
390,2023-06-18 14:48:29,3210343004855426,69,Hudson,Ohio,18213,True
391,2023-06-17 14:49:02,1738063452265924,820,Pardo Place,California,56785,True
392,2023-06-16 14:48:13,4720164346354888,403,Iron Oak Way,South Carolina,57075,True
393,2023-06-15 14:48:13,7424666311485617,342,Caulk Court,Colorado,12191,False
394,2023-06-14 14:48:36,2958798206822851,933,Paradise Drive,Virginia,33007,False
395,2023-06-13 14:48:55,5420558185634344,810,Duval Court,Delaware,81138,True
396,2023-06-12 14:49:05,9978496989505260,455,Water,Nevada,11681,False
397,2023-06-11 14:49:03,5458304753578319,374,Iron Oak Way,Montana,28400,False
398,2023-06-10 14:48:54,6565696034245439,837,Moore Terrace,Puerto Rico,79552,False
399,2023-06-09 14:48:42,8871919939490392,958,Maple,Alabama,13367,False
400,2023-06-08 14:48:47,4103367125905295,45,Gatsby Lane,Washington,26398,True
401,2023-06-07 14:48:43,5165343322989790,860,Rogers Road,Michigan,64744,False
402,2023-06-06 14:48:27,7941260353920920,663,Waalker Loop,Virginia,15584,True
403,2023-06-05 14:48:18,7557849176882124,146,Mistwood Lane,New Mexico,57761,True
404,2023-06-04 14:48:13,9779219389579898,337,Elm,Iowa,81032,True
405,2023-06-03 14:48:27,2469394977240095,530,Walnut,Colorado,72163,False
406,2023-06-02 14:48:45,4431862392614301,285,Elm,North Carolina,46052,True
407,2023-06-01 14:49:05,3888453603694568,299,Duval Court,Ohio,26611,False
408,2023-05-31 14:49:09,1164267793973052,777,Iron Oak Way,Hawaii,42256,False
409,2023-05-30 14:48:18,5691572931933605,550,Iva Place,Wisconsin,77621,False
410,2023-05-29 14:48:31,7921653925734873,458,Main,Alaska,99009,True
411,2023-05-28 14:48:22,8471448898128950,734,Gaskin Place,Utah,42131,False
412,2023-05-27 14:48:22,1603391333637164,495,Mission Hills Trail,Nebraska,79369,False
413,2023-05-26 14:48:33,1529981106210509,539,Bell Terrace,American Samoa,41620,True
414,2023-05-25 14:48:49,4617676247686881,977,Yuma Place,Arkansas,98511,True
415,2023-05-24 14:49:01,9707340132702770,27,Acorn Court,Maryland,22492,False
416,2023-05-23 14:48:41,7343141784193812,353,Maple,Massachusetts,57022,True
417,2023-05-22 14:48:29,1718609122181966,101,Hudson,Maine,95203,False
418,2023-05-21 14:48:55,8942187878832507,878,Gatsby Lane,Texas,96693,True
419,2023-05-20 14:48:43,4907987062165356,257,Iron Oak Way,of Columbia,54007,True
420,2023-05-19 14:48:42,1851899501693959,295,Elm,Indiana,40460,True
421,2023-05-18 14:49:05,2216679184996561,65,Hudson,Minnesota,21344,True
422,2023-05-17 14:48:52,6234820132927074,502,Caulk Court,New Mexico,50527,True
423,2023-05-16 14:49:08,8724000987314234,679,Paradise Drive,North Dakota,13479,False
424,2023-05-15 14:49:01,2219768532810746,824,Waalker Loop,Connecticut,78957,True
425,2023-05-14 14:48:57,4273949386081638,666,Paradise Drive,Oregon,34309,False
426,2023-05-13 14:49:05,8210277444178220,865,Rogers Road,Connecticut,78251,True
427,2023-05-12 14:48:44,2746369788340737,807,Cypress Point,Alabama,31916,False
428,2023-05-11 14:48:55,6948271204950976,993,Lock Street,North Dakota,97915,True
429,2023-05-10 14:48:33,7750012109059615,238,Rose Path,Kansas,77759,False
430,2023-05-09 14:48:57,1550212314341587,744,Swallow Court,Arkansas,39209,False
431,2023-05-08 14:49:09,9172995825477972,559,Main,Oregon,51306,True
432,2023-05-07 14:48:29,3147004354479153,30,Acorn Court,Alaska,30142,False
433,2023-05-06 14:49:01,1220874723193136,498,Elm,South Dakota,60414,True
434,2023-05-05 14:48:14,7520864562983423,630,Elm,Nebraska,72719,True
435,2023-05-04 14:48:42,8124378021932957,44,Waalker Loop,Hawaii,33601,False
436,2023-05-03 14:48:26,3487892379753274,33,Caulk Court,New York,92314,True
437,2023-05-02 14:49:04,1191976467974420,701,Walnut,Tennessee,62949,True
438,2023-05-01 14:48:17,2048443097827222,220,Moore Terrace,Tennessee,24524,True
439,2023-04-30 14:49:08,4536840475340038,291,Waalker Loop,South Dakota,86575,False
440,2023-04-29 14:48:57,7331638257937820,230,Main,Oklahoma,85259,True
441,2023-04-28 14:48:35,9630893146011721,599,Rose Path,Louisiana,13978,True
442,2023-04-27 14:48:14,9181744492337857,576,Acorn Court,Arizona,33238,True
443,2023-04-26 14:48:15,3255177985173476,456,Lock Street,Vermont,68432,False
444,2023-04-25 14:48:19,7088565908664411,172,Rogers Road,Maryland,35393,False
445,2023-04-24 14:48:27,1542823084749793,132,Waalker Loop,Tennessee,83598,False
446,2023-04-23 14:48:34,3554270224561446,826,Hudson,Texas,52305,True
447,2023-04-22 14:48:40,1329787940144298,452,Moore Terrace,New York,84272,True
448,2023-04-21 14:49:00,3392879205487758,596,Hudson,Wisconsin,30776,False
449,2023-04-20 14:48:23,3903042417465208,793,Elm,South Dakota,69288,False
450,2023-04-19 14:48:55,2367717704859533,858,Duval Court,Washington,42589,True
451,2023-04-18 14:48:58,4397641132203632,917,Yuma Place,of Columbia,63453,False
452,2023-04-17 14:49:00,3850706965684873,746,Duval Court,Arkansas,92611,False
453,2023-04-16 14:48:29,1936831814497602,481,Rogers Road,Massachusetts,32107,True
454,2023-04-15 14:48:56,7029264428325788,698,Bexley Place,Connecticut,69138,False
455,2023-04-14 14:48:37,7967341796916386,193,Gaskin Place,Michigan,28401,False
456,2023-04-13 14:48:20,1840100879439598,880,Yuma Place,Nevada,12009,True
457,2023-04-12 14:48:36,2361687966774795,763,Wade Meadow Lane,Louisiana,53668,False
458,2023-04-11 14:48:13,6621284296006432,54,Mistwood Lane,Nebraska,69657,False
459,2023-04-10 14:48:22,9045592469542781,703,Caulk Court,Connecticut,33161,True
460,2023-04-09 14:48:23,1608625507877830,318,Pardo Place,Florida,83475,True
461,2023-04-08 14:49:06,8652403481129987,947,Swallow Court,Virgin Islands,60583,False
462,2023-04-07 14:48:30,8748311811012950,448,Wade Meadow Lane,Kentucky,78642,True
463,2023-04-06 14:49:04,9208425716724180,162,Cypress Point,Rhode Island,65278,False
464,2023-04-05 14:48:48,2153530863287973,950,Mission Hills Trail,Massachusetts,13273,False
465,2023-04-04 14:49:09,4152186970054577,236,Paradise Drive,Utah,96140,True
466,2023-04-03 14:48:50,9474013632971681,14,Cypress Point,Colorado,88679,False
467,2023-04-02 14:48:22,9910397360683530,214,Swallow Court,District ,33678,False
468,2023-04-01 14:48:53,8510685613234024,329,Duval Court,Missouri,83286,True
469,2023-03-31 14:48:53,1445126105796535,959,Bexley Place,Vermont,38462,True
470,2023-03-30 14:49:03,9883990798580658,147,Sherwood Street,Missouri,84128,False
471,2023-03-29 14:48:54,4379918320003756,452,Gatsby Lane,Arkansas,54091,False
472,2023-03-28 14:48:47,8510241345141809,891,Rogers Road,North Carolina,19397,True
473,2023-03-27 14:48:24,8193000965149416,22,Paradise Drive,Pennsylvania,57965,True
474,2023-03-26 14:48:31,7556574086985188,700,Water,of Columbia,79838,True
475,2023-03-25 14:49:06,2295491162404604,706,Maple,Utah,48590,True
476,2023-03-24 14:48:59,2625168353734489,669,Iron Oak Way,Utah,83718,False
477,2023-03-23 14:48:53,6736097202360524,231,Talley Ridge Drive,Texas,30822,True
478,2023-03-22 14:48:34,2416416111387060,910,Ware Way,South Carolina,15079,True
479,2023-03-21 14:49:08,1645934603795955,270,Yuma Place,Illinois,15702,False
480,2023-03-20 14:48:55,5972125185363601,711,Talley Ridge Drive,Hawaii,86434,True
481,2023-03-19 14:48:31,7644418798058851,543,Bexley Place,Nebraska,69820,False
482,2023-03-18 14:48:40,2834130563020886,232,Iron Oak Way,Puerto Rico,91210,False
483,2023-03-17 14:48:39,8502179774841837,707,Water,Montana,57005,True
484,2023-03-16 14:48:52,5525321333645444,895,Caulk Court,Idaho,35460,True
485,2023-03-15 14:48:19,8930412846763156,271,Sherwood Street,Ohio,90994,True
486,2023-03-14 14:49:03,4849879412565757,389,Bell Terrace,Maryland,89155,False
487,2023-03-13 14:48:42,2604653167886587,880,Walnut,American Samoa,39415,False
488,2023-03-12 14:48:54,4306002668512146,253,Bell Terrace,Wisconsin,88032,False
489,2023-03-11 14:49:02,1735535163111821,994,Wade Meadow Lane,Louisiana,53499,True
490,2023-03-10 14:48:50,4356984575431582,38,Sherwood Street,Arizona,62544,False
491,2023-03-09 14:48:37,4908561785139481,1,Cypress Point,Alabama,62789,True
492,2023-03-08 14:48:36,6853777051959494,533,Waalker Loop,Rhode Island,36854,True
493,2023-03-07 14:48:56,7023083089052676,291,Duval Court,Pennsylvania,75997,True
494,2023-03-06 14:48:26,9049555005258313,199,Talley Ridge Drive,Rhode Island,73003,True
495,2023-03-05 14:48:22,8420240683941482,799,Iva Place,Texas,74197,True
496,2023-03-04 14:49:09,4754764674340161,679,Caulk Court,Oregon,52293,True
497,2023-03-03 14:48:14,6372941730502177,251,Swallow Court,Florida,57578,True
498,2023-03-02 14:49:01,3620112624453999,607,Hudson,Hawaii,52624,False
499,2023-03-01 14:48:48,4444873781405599,448,Swallow Court,Washington,90423,True
500,2023-02-28 14:48:19,1459722639468766,933,Iva Place,Arizona,52036,False
501,2023-02-27 14:48:12,7438635373110010,17,Iron Oak Way,Arizona,58518,True
502,2023-02-26 14:48:58,1213233881202264,294,Sherwood Street,Minnesota,78311,True
503,2023-02-25 14:48:46,5473563297507373,9,Acorn Court,West Virginia,26160,True
504,2023-02-24 14:49:06,2503159706386038,464,Acorn Court,New York,98061,False
505,2023-02-23 14:48:31,2075020809191498,288,Yuma Place,Ohio,72337,True
506,2023-02-22 14:48:54,4235893956812412,56,Swallow Court,Oklahoma,52498,True
507,2023-02-21 14:48:54,6821541851462018,50,Mistwood Lane,North Dakota,48210,True
508,2023-02-20 14:49:03,8898517478293685,368,Rogers Road,Alaska,37657,True
509,2023-02-19 14:48:32,8582275939299918,817,Yuma Place,Missouri,40618,False
510,2023-02-18 14:48:38,3221602914747829,239,Yuma Place,Puerto Rico,61720,False
511,2023-02-17 14:49:08,7858434380050815,436,Swallow Court,Florida,95606,False
512,2023-02-16 14:49:01,6052679130790407,687,Ware Way,District ,30647,False
513,2023-02-15 14:48:38,7973523791085957,646,Rose Path,South Carolina,90117,False
514,2023-02-14 14:48:56,4214675272035874,256,Thornberry,Texas,50321,False
515,2023-02-13 14:48:55,6920181072522314,744,Lock Street,Alaska,40563,False
516,2023-02-12 14:48:18,7413455844816077,638,Caulk Court,North Carolina,21400,True
517,2023-02-11 14:48:45,5822317440240841,752,Cypress Point,Idaho,27571,False
518,2023-02-10 14:48:53,2768585781112612,870,Miranda Way,Delaware,19064,True
519,2023-02-09 14:48:35,3887180780971122,332,Duval Court,of Columbia,74137,False
520,2023-02-08 14:48:45,8462967818851166,106,Cypress Point,Delaware,91981,False
521,2023-02-07 14:48:29,5557178085764869,97,Walnut,American Samoa,35248,True
522,2023-02-06 14:48:57,3357453124038110,294,Talley Ridge Drive,Montana,77893,False
523,2023-02-05 14:48:16,7642335155912860,599,Duval Court,Washington,77511,False
524,2023-02-04 14:48:35,7377890306896582,469,Duval Court,Montana,33742,True
525,2023-02-03 14:48:19,6930441187533584,628,Bell Terrace,Florida,36199,True
526,2023-02-02 14:48:19,6846224365083166,396,Elm,Idaho,79609,False
527,2023-02-01 14:48:45,2847278197044739,138,Iron Oak Way,Oregon,18943,False
528,2023-01-31 14:48:32,1066517324224001,771,Lock Street,South Dakota,31433,True
529,2023-01-30 14:49:02,9953091278044007,195,Iron Oak Way,of Columbia,25658,False
530,2023-01-29 14:48:14,5541510054401737,249,Main,Minnesota,86878,False
531,2023-01-28 14:48:24,7493045564304133,304,Paradise Drive,Alaska,93213,False
532,2023-01-27 14:48:42,3470279407658004,204,Bexley Place,Hawaii,94876,False
533,2023-01-26 14:48:41,2723206393229617,480,Iron Oak Way,Indiana,76612,True
534,2023-01-25 14:49:05,6185228030385329,185,Cypress Point,Connecticut,44805,True
535,2023-01-24 14:48:53,3300884468040723,126,Bell Terrace,Massachusetts,23990,True
536,2023-01-23 14:48:14,1698109788047870,862,Iron Oak Way,Washington,26710,True
537,2023-01-22 14:48:19,4059469863241645,801,Acorn Court,Illinois,15941,True
538,2023-01-21 14:48:30,1352000270901409,58,Iron Oak Way,North Dakota,53196,False
539,2023-01-20 14:48:13,8315167154795216,767,Waalker Loop,Ohio,48084,False
540,2023-01-19 14:48:36,1860396137423998,927,Acorn Court,Indiana,17741,False
541,2023-01-18 14:48:35,6163830411287776,188,Hudson,Mississippi,17153,True
542,2023-01-17 14:48:59,6435130172083674,265,Paradise Drive,South Dakota,98692,False
543,2023-01-16 14:48:16,4896593965315067,29,Cypress Point,Nevada,80772,False
544,2023-01-15 14:48:47,3934216424135946,845,Bexley Place,Georgia,25551,False
545,2023-01-14 14:48:11,6847872621521817,751,Walnut,Alabama,10856,False
546,2023-01-13 14:48:16,7060229072339506,634,Iron Oak Way,Colorado,69343,False
547,2023-01-12 14:48:16,5818336797780178,421,Talley Ridge Drive,Nevada,60467,True
548,2023-01-11 14:48:31,3722609545788897,947,Maple,Montana,24055,False
549,2023-01-10 14:48:27,7959162962515840,657,Acorn Court,Montana,50388,True
550,2023-01-09 14:49:06,1218445469786545,448,Duval Court,Massachusetts,18028,True
551,2023-01-08 14:48:50,3587239933331325,300,Gaskin Place,Rhode Island,71175,True
552,2023-01-07 14:48:48,2025013904368147,266,Iron Oak Way,Louisiana,37992,True
553,2023-01-06 14:49:06,9680799490903844,215,Maple,Montana,38680,True
554,2023-01-05 14:48:31,4405705564897942,546,Pardo Place,North Dakota,23263,False
555,2023-01-04 14:48:36,3718691164808274,393,Mistwood Lane,California,12298,True
556,2023-01-03 14:49:09,8901002084953207,549,Cypress Point,Wyoming,42422,True
557,2023-01-02 14:48:21,1006689488656632,560,Iva Place,American Samoa,90141,False
558,2023-01-01 14:48:13,3161331283490072,322,Miranda Way,Iowa,43075,True
559,2022-12-31 14:48:59,6699286123824886,668,Yuma Place,California,95408,True
560,2022-12-30 14:48:56,4812546926964899,254,Duval Court,New Hampshire,55833,True
561,2022-12-29 14:49:06,9428134843275424,629,Pardo Place,New Mexico,10071,False
562,2022-12-28 14:49:03,1096200873967068,860,Main,North Carolina,65441,False
563,2022-12-27 14:48:36,6463214797820766,980,Maple,Missouri,60792,False
564,2022-12-26 14:48:24,8313715549482451,923,Mistwood Lane,Illinois,83985,True
565,2022-12-25 14:48:58,2289887987036636,918,Moore Terrace,of Columbia,95811,False
566,2022-12-24 14:48:15,2296871540043476,778,Acorn Court,Idaho,97377,False
567,2022-12-23 14:49:07,4646767547470733,289,Acorn Court,Mississippi,36271,False
568,2022-12-22 14:48:19,5392755508634420,976,Moore Terrace,Texas,15071,True
569,2022-12-21 14:48:12,1355578113055049,858,Water,Virginia,29111,True
570,2022-12-20 14:48:52,3200250794626396,542,Main,Oregon,43023,True
571,2022-12-19 14:48:17,5849412110413571,63,Wade Meadow Lane,Tennessee,15515,True
572,2022-12-18 14:48:21,8724480817507225,426,Hudson,Arkansas,79930,True
573,2022-12-17 14:48:22,4718873766321413,326,Water,Ohio,27769,True
574,2022-12-16 14:48:31,5769736184076016,447,Yuma Place,Nevada,35951,False
575,2022-12-15 14:48:47,2603072872855117,823,Iva Place,Idaho,79107,False
576,2022-12-14 14:49:01,2833875482716548,151,Moore Terrace,Indiana,90393,False
577,2022-12-13 14:48:48,9415441786949603,96,Rogers Road,American Samoa,16667,True
578,2022-12-12 14:48:41,9339785171514253,33,Iron Oak Way,Minnesota,23333,False
579,2022-12-11 14:48:19,5023431313113387,833,Lock Street,Idaho,89932,False
580,2022-12-10 14:48:17,4017384900100077,944,Talley Ridge Drive,South Dakota,47302,False
581,2022-12-09 14:48:33,7592946819202144,222,Lock Street,South Dakota,16720,True
582,2022-12-08 14:48:31,2622876840162962,68,Lock Street,Minnesota,92896,True
583,2022-12-07 14:48:11,8132572043333409,501,Bell Terrace,Iowa,55894,False
584,2022-12-06 14:49:08,3312115768126324,276,Bexley Place,Arizona,68892,False
585,2022-12-05 14:48:51,4670437721967991,528,Maple,Alaska,31186,False
586,2022-12-04 14:48:45,1735368629036926,369,Iron Oak Way,Louisiana,66711,True
587,2022-12-03 14:49:06,5798786441139225,400,Bexley Place,Tennessee,94971,True
588,2022-12-02 14:48:15,3304173769725566,143,Gaskin Place,Texas,13253,False
589,2022-12-01 14:48:54,9662574150988834,820,Iva Place,Indiana,33764,False
590,2022-11-30 14:49:01,5053549623067075,384,Cypress Point,Alaska,40771,True
591,2022-11-29 14:48:46,8323774158752394,707,Lock Street,Colorado,95000,False
592,2022-11-28 14:48:54,3455073139526628,801,Sherwood Street,Indiana,93061,True
593,2022-11-27 14:48:34,9882609506361591,699,Gatsby Lane,Maryland,46255,True
594,2022-11-26 14:48:55,9415219719047128,35,Caulk Court,District ,69795,False
595,2022-11-25 14:48:15,1082613981757088,354,Mistwood Lane,Delaware,47162,False
596,2022-11-24 14:48:20,8277721813056828,418,Walnut,Hawaii,22786,False
597,2022-11-23 14:48:11,9004053573293786,82,Walnut,Tennessee,57825,True
598,2022-11-22 14:49:01,2751046529988046,965,Gatsby Lane,Illinois,44430,False
599,2022-11-21 14:48:43,8002222257154700,549,Pardo Place,Alaska,36028,True
600,2022-11-20 14:49:06,3757409293095144,1,Duval Court,North Dakota,78093,True
601,2022-11-19 14:48:17,9312041584109298,903,Miranda Way,Minnesota,93071,True
602,2022-11-18 14:48:24,8572118103513791,270,Pardo Place,Delaware,75733,False
603,2022-11-17 14:48:22,3719306485808324,316,Caulk Court,Pennsylvania,99969,True
604,2022-11-16 14:49:07,1437248609986935,767,Sherwood Street,Indiana,23962,False
605,2022-11-15 14:49:08,5588562605390410,590,Duval Court,American Samoa,22221,True
606,2022-11-14 14:48:26,4187765199044911,950,Acorn Court,Washington,33970,False
607,2022-11-13 14:49:06,8662315463701953,733,Paradise Drive,Pennsylvania,43610,True
608,2022-11-12 14:48:24,7012310683727533,89,Elm,Rhode Island,95788,True
609,2022-11-11 14:48:35,4036329000889539,844,Mission Hills Trail,Wyoming,82223,False
610,2022-11-10 14:48:53,5461237276318260,343,Swallow Court,Oregon,93991,False
611,2022-11-09 14:48:47,1849415217689735,712,Lock Street,Florida,45343,False
612,2022-11-08 14:48:15,8900612093751863,355,Gatsby Lane,Ohio,37449,True
613,2022-11-07 14:48:25,1790627863412190,882,Iva Place,New Hampshire,80288,True
614,2022-11-06 14:48:33,5235312076240480,971,Iva Place,American Samoa,14231,True
615,2022-11-05 14:48:44,3450064860151500,868,Rogers Road,Kentucky,79541,True
616,2022-11-04 14:48:20,6688825715552678,939,Iva Place,West Virginia,82109,False
617,2022-11-03 14:48:28,9090708742535912,921,Gaskin Place,Massachusetts,83648,True
618,2022-11-02 14:48:49,7441886438917926,593,Gatsby Lane,Tennessee,43333,False
619,2022-11-01 14:48:48,2899462828248286,68,Caulk Court,Indiana,30987,True
620,2022-10-31 14:48:15,5593899985801426,555,Rogers Road,Ohio,45435,True
621,2022-10-30 14:48:44,8124865921714361,445,Moore Terrace,District ,89747,True
622,2022-10-29 14:48:16,6972904045480196,566,Duval Court,Michigan,15706,True
623,2022-10-28 14:48:34,5786326182095472,503,Maple,Montana,67083,True
624,2022-10-27 14:48:31,6391889983079668,802,Pardo Place,South Dakota,21457,True
625,2022-10-26 14:48:12,8608856537398443,658,Hudson,Kansas,66445,False
626,2022-10-25 14:48:58,8575895437863848,192,Ware Way,Georgia,89674,True
627,2022-10-24 14:48:51,7941665839703207,952,Miranda Way,Illinois,51242,True
628,2022-10-23 14:48:54,3488657566664458,301,Ware Way,Wyoming,67906,False
629,2022-10-22 14:49:06,3809413612061748,373,Walnut,Missouri,28843,True
630,2022-10-21 14:48:49,1324240687663418,648,Yuma Place,South Carolina,98287,True
631,2022-10-20 14:48:29,3382259135919214,695,Main,Virgin Islands,43161,False
632,2022-10-19 14:48:56,7386043242540052,58,Yuma Place,Connecticut,41345,False
633,2022-10-18 14:48:47,2943308570520631,105,Rose Path,Connecticut,80283,False
634,2022-10-17 14:48:17,7309200277299972,997,Main,Wisconsin,89204,True
635,2022-10-16 14:48:40,3433602979409957,406,Elm,Alaska,67260,False
636,2022-10-15 14:48:17,5538769307072173,758,Talley Ridge Drive,Puerto Rico,66361,False
637,2022-10-14 14:49:06,9670246494159174,440,Water,Arkansas,31670,False
638,2022-10-13 14:48:37,6602939219381722,120,Lock Street,American Samoa,10577,True
639,2022-10-12 14:48:36,6117672262749629,214,Waalker Loop,South Carolina,61613,False
640,2022-10-11 14:48:45,2965344906100006,703,Gatsby Lane,New York,63442,True
641,2022-10-10 14:49:02,2927921770313218,755,Acorn Court,Alaska,52337,False
642,2022-10-09 14:48:36,6315750789579597,74,Yuma Place,Tennessee,44171,True
643,2022-10-08 14:48:47,1744523081661139,389,Waalker Loop,Wisconsin,26477,True
644,2022-10-07 14:48:52,8408249873517327,165,Iron Oak Way,New Hampshire,67618,True
645,2022-10-06 14:48:23,7538575392249581,477,Paradise Drive,Montana,47384,True
646,2022-10-05 14:48:12,3166326200694321,791,Lock Street,Alabama,37877,False
647,2022-10-04 14:48:21,4518215295263390,294,Wade Meadow Lane,South Carolina,67610,False
648,2022-10-03 14:48:58,2046291516328125,491,Walnut,Indiana,56631,True
649,2022-10-02 14:49:09,1388172055121038,87,Rogers Road,Georgia,62990,True
650,2022-10-01 14:48:37,9380610550665441,953,Mistwood Lane,Massachusetts,34599,True
651,2022-09-30 14:48:14,1935870547266153,94,Waalker Loop,American Samoa,26806,False
652,2022-09-29 14:48:54,2431975006487683,182,Gatsby Lane,Louisiana,23398,False
653,2022-09-28 14:48:30,7114514049916553,49,Mistwood Lane,Florida,39127,False
654,2022-09-27 14:48:36,5941178649717094,671,Iva Place,Montana,82375,True
655,2022-09-26 14:48:59,5597794752941097,514,Mission Hills Trail,Massachusetts,13590,False
656,2022-09-25 14:49:03,3076204194883012,92,Bell Terrace,Oregon,68073,True
657,2022-09-24 14:48:24,6325005016019043,276,Gaskin Place,North Dakota,17166,False
658,2022-09-23 14:48:29,1277745097910015,952,Duval Court,Minnesota,85255,False
659,2022-09-22 14:48:48,8821583357638381,463,Mission Hills Trail,Mississippi,11236,False
660,2022-09-21 14:48:44,2962676373079055,352,Yuma Place,Puerto Rico,94863,True
661,2022-09-20 14:48:45,8538368185642007,874,Swallow Court,Virgin Islands,44037,False
662,2022-09-19 14:48:47,1682754500662168,33,Lock Street,Alabama,43367,True
663,2022-09-18 14:49:05,2863939859247172,321,Duval Court,Utah,20051,False
664,2022-09-17 14:49:00,2373044633160989,498,Lock Street,Tennessee,16688,False
665,2022-09-16 14:49:04,1160896410572958,337,Walnut,American Samoa,66545,False
666,2022-09-15 14:49:02,1378699935887928,504,Duval Court,Illinois,82067,False
667,2022-09-14 14:48:53,1679936611968082,132,Walnut,Tennessee,39804,True
668,2022-09-13 14:48:57,7894724809401933,760,Yuma Place,South Carolina,50776,True
669,2022-09-12 14:48:13,8661739472147557,753,Bexley Place,Guam,98420,True
670,2022-09-11 14:48:48,3117633595402998,511,Waalker Loop,Virgin Islands,15283,True
671,2022-09-10 14:49:07,2524440199800334,721,Mistwood Lane,American Samoa,15867,True
672,2022-09-09 14:48:56,5756778253098962,633,Ware Way,Idaho,93660,False
